,date,time,teamA,teamB,teamA_score,teamB_score,winner_Team,winner_score,venue_location,venue,venue_city,venue_state,venue_country,winner_location
46,30/03/2019,23:30,Columbus Crew,Atlanta United FC,2.0,0.0,Columbus Crew,2.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Lower.com Field
47,31/03/2019,02:00,Colorado Rapids,Houston Dynamo,1.0,4.0,Houston Dynamo,4.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,PNC Stadium
48,31/03/2019,02:00,Real Salt Lake,FC Dallas,2.0,4.0,FC Dallas,4.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Toyota Stadium
49,31/03/2019,03:00,Vancouver Whitecaps,Seattle Sounders,0.0,0.0,,,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,
50,2. Round,2. Round,2. Round,2. Round,2.0,,,,,,,,,
51,2. Round,23:30,Orlando City,D.C. United,1.0,2.0,D.C. United,2.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Audi Field
52,01/04/2019,02:00,Los Angeles Galaxy,Portland Timbers,2.0,1.0,Los Angeles Galaxy,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Dignity Health Sports Park
53,06/04/2019,03:00,Vancouver Whitecaps,Los Angeles Galaxy,0.0,2.0,Los Angeles Galaxy,2.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,Dignity Health Sports Park
54,06/04/2019,18:00,New York City FC,Impact de Montréal,0.0,0.0,,,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,
55,06/04/2019,20:00,D.C. United,Los Angeles FC,0.0,4.0,Los Angeles FC,4.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Banc of California Stadium
56,06/04/2019,20:00,Toronto FC,Chicago Fire,2.0,2.0,,,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,
57,07/04/2019,00:00,New York RB,Minnesota United FC,1.0,2.0,Minnesota United FC,2.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Allianz Field
58,07/04/2019,00:30,Columbus Crew,New England Revolution,1.0,0.0,Columbus Crew,1.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Lower.com Field
59,07/04/2019,00:30,Orlando City,Colorado Rapids,4.0,3.0,Orlando City,4.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Exploria Stadium
60,07/04/2019,00:30,Philadelphia Union,FC Dallas,2.0,1.0,Philadelphia Union,2.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
61,07/04/2019,01:00,San Jose Earthquakes,Portland Timbers,3.0,0.0,San Jose Earthquakes,3.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Earthquakes Stadium
62,07/04/2019,03:00,Seattle Sounders,Real Salt Lake,1.0,0.0,Seattle Sounders,1.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
63,07/04/2019,20:00,FC Cincinnati,Sporting Kansas City,1.0,1.0,,,"Nippert Stadium, Cincinnati, OH (USA)",Nippert Stadium, Cincinnati, OH ,USA,
64,10/04/2019,01:00,D.C. United,Impact de Montréal,0.0,0.0,,,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,
65,13/04/2019,01:30,Chicago Fire,Vancouver Whitecaps,1.0,1.0,,,"SeatGeek Stadium, Bridgeview, IL (USA)",SeatGeek Stadium, Bridgeview, IL ,USA,
66,13/04/2019,18:00,Impact de Montréal,Columbus Crew,1.0,0.0,Impact de Montréal,1.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Stade Saputo
67,13/04/2019,20:00,Houston Dynamo,San Jose Earthquakes,2.0,1.0,Houston Dynamo,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
68,13/04/2019,21:00,Seattle Sounders,Toronto FC,3.0,2.0,Seattle Sounders,3.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
69,13/04/2019,22:00,Minnesota United FC,New York City FC,3.0,3.0,,,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,
70,14/04/2019,00:30,New England Revolution,Atlanta United FC,0.0,2.0,Atlanta United FC,2.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Mercedes-Benz Stadium
71,14/04/2019,01:00,FC Dallas,Portland Timbers,2.0,1.0,FC Dallas,2.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Toyota Stadium
72,14/04/2019,02:00,Colorado Rapids,D.C. United,2.0,3.0,D.C. United,3.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,Audi Field
73,14/04/2019,02:00,Real Salt Lake,Orlando City,2.0,1.0,Real Salt Lake,2.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Rio Tinto Stadium
74,14/04/2019,03:30,Los Angeles FC,FC Cincinnati,2.0,0.0,Los Angeles FC,2.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
75,14/04/2019,03:30,Los Angeles Galaxy,Philadelphia Union,2.0,0.0,Los Angeles Galaxy,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Dignity Health Sports Park
76,15/04/2019,00:00,Sporting Kansas City,New York RB,2.0,2.0,,,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,
77,18/04/2019,03:00,Vancouver Whitecaps,Los Angeles FC,1.0,0.0,Vancouver Whitecaps,1.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
78,20/04/2019,00:30,FC Cincinnati,Real Salt Lake,0.0,3.0,Real Salt Lake,3.0,"Nippert Stadium, Cincinnati, OH (USA)",Nippert Stadium, Cincinnati, OH ,USA,Rio Tinto Stadium
79,20/04/2019,01:00,Toronto FC,Minnesota United FC,4.0,3.0,Toronto FC,4.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,BMO Field
80,20/04/2019,04:00,Los Angeles Galaxy,Houston Dynamo,2.0,1.0,Los Angeles Galaxy,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Dignity Health Sports Park
81,20/04/2019,18:00,Chicago Fire,Colorado Rapids,4.0,1.0,Chicago Fire,4.0,"SeatGeek Stadium, Bridgeview, IL (USA)",SeatGeek Stadium, Bridgeview, IL ,USA,Soldier Field
82,20/04/2019,18:00,Philadelphia Union,Impact de Montréal,3.0,0.0,Philadelphia Union,3.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
83,20/04/2019,20:00,Orlando City,Vancouver Whitecaps,1.0,0.0,Orlando City,1.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Exploria Stadium
84,20/04/2019,21:00,Atlanta United FC,FC Dallas,1.0,2.0,FC Dallas,2.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Toyota Stadium
85,21/04/2019,00:30,Columbus Crew,Portland Timbers,1.0,3.0,Portland Timbers,3.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Providence Park
86,21/04/2019,00:30,New England Revolution,New York RB,1.0,0.0,New England Revolution,1.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Gillette Stadium
87,21/04/2019,03:00,San Jose Earthquakes,Sporting Kansas City,4.0,1.0,San Jose Earthquakes,4.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Earthquakes Stadium
88,21/04/2019,21:00,D.C. United,New York City FC,0.0,2.0,New York City FC,2.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Yankee Stadium
89,22/04/2019,00:00,Los Angeles FC,Seattle Sounders,4.0,1.0,Los Angeles FC,4.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
90,25/04/2019,00:00,New York City FC,Chicago Fire,1.0,0.0,New York City FC,1.0,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,Yankee Stadium
91,25/04/2019,00:30,Columbus Crew,D.C. United,0.0,1.0,D.C. United,1.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Audi Field
92,25/04/2019,00:30,New England Revolution,Impact de Montréal,0.0,3.0,Impact de Montréal,3.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Stade Saputo
93,25/04/2019,01:00,Minnesota United FC,Los Angeles Galaxy,0.0,0.0,,,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,
94,25/04/2019,03:30,Seattle Sounders,San Jose Earthquakes,2.0,2.0,,,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,
95,27/04/2019,18:00,New York City FC,Orlando City,1.0,1.0,,,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,
96,27/04/2019,20:00,Toronto FC,Portland Timbers,1.0,2.0,Portland Timbers,2.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,Providence Park
97,27/04/2019,20:30,FC Dallas,San Jose Earthquakes,0.0,0.0,,,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,
98,27/04/2019,22:00,Vancouver Whitecaps,Philadelphia Union,1.0,1.0,,,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,
99,27/04/2019,23:00,Atlanta United FC,Colorado Rapids,1.0,0.0,Atlanta United FC,1.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
100,28/04/2019,00:00,New York RB,FC Cincinnati,1.0,0.0,New York RB,1.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Red Bull Arena
101,28/04/2019,01:30,Houston Dynamo,Columbus Crew,2.0,0.0,Houston Dynamo,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
102,28/04/2019,01:30,Sporting Kansas City,New England Revolution,4.0,4.0,,,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,
103,28/04/2019,17:30,Impact de Montréal,Chicago Fire,1.0,0.0,Impact de Montréal,1.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Stade Saputo
104,28/04/2019,18:30,Minnesota United FC,D.C. United,1.0,0.0,Minnesota United FC,1.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Allianz Field
105,28/04/2019,20:30,Seattle Sounders,Los Angeles FC,1.0,1.0,,,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,
106,29/04/2019,01:00,Los Angeles Galaxy,Real Salt Lake,2.0,1.0,Los Angeles Galaxy,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Dignity Health Sports Park
107,3. Round,3. Round,3. Round,3. Round,3.0,,,,,,,,,
108,02/05/2019,00:30,Philadelphia Union,FC Cincinnati,2.0,0.0,Philadelphia Union,2.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
109,04/05/2019,02:00,Colorado Rapids,Vancouver Whitecaps,2.0,3.0,Vancouver Whitecaps,3.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,BC Place
110,04/05/2019,19:00,New York RB,Los Angeles Galaxy,3.0,2.0,New York RB,3.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Red Bull Arena
111,04/05/2019,21:00,Houston Dynamo,FC Dallas,2.0,1.0,Houston Dynamo,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
112,04/05/2019,21:00,Orlando City,Toronto FC,0.0,2.0,Toronto FC,2.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,BMO Field
113,04/05/2019,22:00,Impact de Montréal,New York City FC,0.0,2.0,New York City FC,2.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Yankee Stadium
114,05/05/2019,00:30,Philadelphia Union,New England Revolution,6.0,1.0,Philadelphia Union,6.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
115,05/05/2019,01:00,D.C. United,Columbus Crew,3.0,1.0,D.C. United,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
116,05/05/2019,01:00,Minnesota United FC,Seattle Sounders,1.0,1.0,,,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,
117,05/05/2019,02:00,Real Salt Lake,Portland Timbers,1.0,2.0,Portland Timbers,2.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Providence Park
118,05/05/2019,03:00,San Jose Earthquakes,FC Cincinnati,1.0,0.0,San Jose Earthquakes,1.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Earthquakes Stadium
119,05/05/2019,03:30,Los Angeles FC,Chicago Fire,0.0,0.0,,,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,
120,06/05/2019,02:00,Sporting Kansas City,Atlanta United FC,0.0,3.0,Atlanta United FC,3.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Mercedes-Benz Stadium
121,09/05/2019,00:00,Atlanta United FC,Toronto FC,2.0,0.0,Atlanta United FC,2.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
122,09/05/2019,00:30,Columbus Crew,Los Angeles Galaxy,3.0,1.0,Columbus Crew,3.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Lower.com Field
123,09/05/2019,01:00,Chicago Fire,New England Revolution,5.0,0.0,Chicago Fire,5.0,"SeatGeek Stadium, Bridgeview, IL (USA)",SeatGeek Stadium, Bridgeview, IL ,USA,Soldier Field
124,09/05/2019,01:00,New York RB,Impact de Montréal,1.0,2.0,Impact de Montréal,2.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Stade Saputo
125,11/05/2019,03:00,Vancouver Whitecaps,Portland Timbers,1.0,0.0,Vancouver Whitecaps,1.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
126,11/05/2019,18:00,FC Cincinnati,Impact de Montréal,2.0,1.0,FC Cincinnati,2.0,"Nippert Stadium, Cincinnati, OH (USA)",Nippert Stadium, Cincinnati, OH ,USA,TQL Stadium
127,11/05/2019,19:00,FC Dallas,New York RB,1.0,3.0,New York RB,3.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Red Bull Arena
128,11/05/2019,20:00,Toronto FC,Philadelphia Union,1.0,2.0,Philadelphia Union,2.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,Subaru Park
129,11/05/2019,21:00,Los Angeles Galaxy,New York City FC,0.0,2.0,New York City FC,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Yankee Stadium
130,12/05/2019,00:30,Columbus Crew,Los Angeles FC,0.0,3.0,Los Angeles FC,3.0,"MAPFRE Stadium, Columbus, OH (USA)",MAPFRE Stadium, Columbus, OH ,USA,Banc of California Stadium
131,12/05/2019,00:30,New England Revolution,San Jose Earthquakes,3.0,1.0,New England Revolution,3.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Gillette Stadium
132,12/05/2019,01:00,Chicago Fire,Minnesota United FC,2.0,0.0,Chicago Fire,2.0,"SeatGeek Stadium, Bridgeview, IL (USA)",SeatGeek Stadium, Bridgeview, IL ,USA,Soldier Field
133,12/05/2019,02:00,Colorado Rapids,Real Salt Lake,2.0,3.0,Real Salt Lake,3.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,Rio Tinto Stadium
134,12/05/2019,03:00,Seattle Sounders,Houston Dynamo,1.0,0.0,Seattle Sounders,1.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
135,12/05/2019,19:30,Atlanta United FC,Orlando City,1.0,0.0,Atlanta United FC,1.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
136,13/05/2019,00:00,D.C. United,Sporting Kansas City,1.0,0.0,D.C. United,1.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
137,16/05/2019,01:00,Toronto FC,D.C. United,0.0,0.0,,,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,
138,16/05/2019,01:30,Houston Dynamo,Portland Timbers,1.0,1.0,,,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,
139,16/05/2019,03:00,Vancouver Whitecaps,Atlanta United FC,0.0,1.0,Atlanta United FC,1.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,Mercedes-Benz Stadium
